skill_match_percentage,critical_skill_match_percentage,missing_skills_count,critical_missing_skills_count,optional_skill_match_percentage,project_relevance_score,certification_relevance_score,internship_relevance_score,resume_completeness_score,keyword_match_score,role_category_match_score,readiness_label
30,60,14,10,80,44,67,40,53,29,52,Needs Improvement
34,31,20,12,54,10,0,27,38,44,22,Not Ready Yet
86,48,0,0,38,68,100,45,74,66,80,Highly Ready
53,58,20,10,91,69,21,49,57,42,31,Needs Improvement
25,21,20,5,78,0,37,20,35,44,56,Not Ready Yet
37,16,12,10,8,35,5,37,61,57,24,Not Ready Yet
14,34,0,0,60,41,30,9,31,33,46,Not Ready Yet
78,100,0,12,11,70,100,70,74,74,84,Highly Ready
69,61,16,0,66,53,67,51,64,72,70,Moderately Ready
65,77,0,9,86,79,41,45,97,94,76,Highly Ready
99,72,0,0,24,56,87,82,73,79,78,Highly Ready
80,92,12,1,98,78,89,50,78,91,85,Highly Ready
69,65,13,0,48,82,58,89,79,47,86,Needs Improvement
27,28,17,0,100,38,41,24,26,7,55,Not Ready Yet
83,90,9,0,91,50,50,28,95,68,84,Highly Ready
60,79,8,0,6,77,83,53,51,34,69,Moderately Ready
35,40,11,12,30,38,23,39,37,35,61,Needs Improvement
15,8,20,12,23,27,29,23,21,22,33,Not Ready Yet
74,57,18,12,45,56,59,60,84,59,65,Moderately Ready
41,34,10,7,29,52,17,12,69,19,78,Needs Improvement
57,25,0,12,35,69,67,79,98,55,99,Moderately Ready
71,70,2,9,50,100,99,70,84,76,77,Highly Ready
76,91,0,3,20,100,73,60,71,80,84,Highly Ready
61,64,0,12,40,53,34,84,71,69,44,Moderately Ready
89,83,6,0,82,99,69,100,72,63,99,Highly Ready
51,66,20,6,59,43,39,57,55,37,69,Needs Improvement
32,58,16,9,52,42,27,34,37,29,41,Needs Improvement
96,71,10,0,18,72,39,89,100,64,100,Highly Ready
75,76,0,0,46,75,89,42,66,80,80,Highly Ready
80,84,0,7,93,50,70,85,100,100,100,Highly Ready
65,95,9,10,9,83,60,57,95,87,65,Highly Ready
26,30,17,0,34,23,22,0,37,46,43,Not Ready Yet
23,41,4,7,58,44,4,11,20,42,19,Not Ready Yet
7,26,20,0,100,15,6,20,33,55,37,Not Ready Yet
82,75,0,12,83,88,60,57,82,55,70,Highly Ready
58,81,0,11,34,67,72,46,62,71,59,Moderately Ready
47,29,11,0,86,40,61,54,44,53,58,Needs Improvement
69,59,0,4,74,55,54,65,59,38,85,Needs Improvement
71,82,6,3,66,83,52,44,74,59,65,Highly Ready
36,35,6,10,47,22,36,63,77,38,53,Needs Improvement
31,42,5,0,57,77,43,43,65,33,13,Needs Improvement
62,45,0,12,37,46,12,41,44,55,41,Needs Improvement
17,62,15,12,80,52,54,25,59,24,25,Needs Improvement
7,54,0,0,100,61,44,58,70,57,30,Needs Improvement
68,100,0,0,8,82,88,42,100,100,75,Highly Ready
65,98,5,2,80,100,76,89,59,100,88,Highly Ready
41,44,13,12,77,63,12,17,25,41,35,Needs Improvement
11,48,17,0,42,39,19,4,44,43,29,Not Ready Yet
93,83,0,1,43,75,83,72,84,84,87,Highly Ready
80,85,0,0,91,75,60,63,69,73,75,Highly Ready
60,79,4,5,0,60,62,36,100,69,59,Moderately Ready
73,66,11,7,20,65,27,79,98,82,98,Moderately Ready
26,26,20,5,58,0,30,47,35,45,29,Not Ready Yet
70,25,5,0,93,48,51,32,66,63,52,Needs Improvement
37,67,3,7,48,50,47,60,49,79,46,Needs Improvement
61,69,7,0,24,45,34,47,87,70,84,Moderately Ready
74,74,0,0,30,98,40,57,91,48,69,Moderately Ready
65,72,0,0,35,66,63,71,65,74,73,Moderately Ready
67,64,11,6,42,79,39,47,74,56,84,Moderately Ready
26,29,20,12,51,47,41,21,42,44,37,Needs Improvement
54,55,20,6,97,34,36,61,77,38,43,Needs Improvement
47,56,0,0,66,63,50,61,44,70,63,Moderately Ready
71,84,6,5,83,96,100,60,82,69,50,Highly Ready
45,63,3,0,25,56,74,68,52,57,84,Moderately Ready
51,77,3,0,47,53,93,73,73,72,65,Moderately Ready
60,58,12,0,80,79,49,60,88,49,70,Moderately Ready
48,71,6,5,72,39,53,80,59,54,59,Moderately Ready
46,54,12,12,89,56,43,15,79,51,54,Needs Improvement
77,79,12,8,46,67,82,52,78,76,86,Highly Ready
49,51,11,8,7,51,73,39,64,77,72,Moderately Ready
75,68,1,12,0,80,78,71,71,87,61,Needs Improvement
53,48,20,8,28,43,38,22,53,18,23,Needs Improvement
72,97,0,12,68,96,94,78,95,84,100,Highly Ready
40,20,20,3,31,19,43,16,33,0,45,Not Ready Yet
47,61,9,0,20,39,80,43,66,41,50,Moderately Ready
51,15,0,0,8,24,44,40,25,40,45,Not Ready Yet
40,0,11,10,52,19,3,31,56,40,24,Not Ready Yet
94,95,13,2,78,84,54,60,74,60,65,Highly Ready
83,63,3,9,52,69,52,56,58,90,71,Highly Ready
25,24,4,0,45,43,2,43,57,23,15,Not Ready Yet
0,24,0,2,7,11,9,25,45,21,27,Not Ready Yet
40,46,7,0,30,58,53,70,70,74,53,Moderately Ready
45,20,20,7,36,8,0,37,42,41,34,Not Ready Yet
61,85,6,8,16,70,90,28,74,38,56,Moderately Ready
60,27,20,8,93,62,20,45,52,34,45,Needs Improvement
12,35,20,4,21,15,0,42,18,35,26,Not Ready Yet
60,69,0,11,87,56,88,39,44,57,67,Needs Improvement
52,19,20,3,19,45,33,49,23,40,46,Not Ready Yet
35,6,20,7,81,7,46,41,11,30,45,Not Ready Yet
78,97,7,0,10,69,49,68,100,100,100,Highly Ready
49,33,17,0,59,81,46,33,50,46,58,Moderately Ready
6,16,20,8,53,20,27,24,48,26,18,Not Ready Yet
55,68,3,8,64,91,72,50,72,61,85,Highly Ready
52,45,1,12,21,48,50,59,63,65,92,Moderately Ready
42,23,18,8,62,28,39,8,17,43,45,Not Ready Yet
33,36,5,0,68,57,29,42,55,26,64,Needs Improvement
93,84,0,12,33,54,62,32,82,51,45,Moderately Ready
45,15,3,12,8,40,41,4,38,27,30,Not Ready Yet
14,30,20,4,0,26,19,14,43,23,47,Not Ready Yet
37,79,0,0,57,57,14,37,72,71,63,Moderately Ready
33,47,9,7,70,20,31,0,31,9,13,Not Ready Yet
56,45,17,6,73,24,30,39,48,56,63,Needs Improvement
56,81,15,6,48,66,41,22,52,53,64,Moderately Ready
21,4,5,0,8,46,20,36,30,27,32,Needs Improvement
41,32,20,7,61,29,51,50,49,30,35,Not Ready Yet
86,63,3,0,81,80,90,64,100,73,84,Highly Ready
76,92,11,0,44,72,59,55,87,79,90,Moderately Ready
40,40,14,10,71,55,36,56,56,43,23,Not Ready Yet
65,74,0,12,61,87,74,58,87,78,85,Highly Ready
70,100,0,0,0,100,100,65,90,47,65,Highly Ready
71,53,13,0,43,68,49,86,58,47,75,Moderately Ready
30,20,20,8,64,36,46,30,25,26,11,Not Ready Yet
17,7,20,12,24,45,23,31,34,36,16,Not Ready Yet
81,62,0,8,52,74,29,40,61,76,94,Moderately Ready
15,8,18,6,48,42,19,39,34,18,41,Not Ready Yet
41,10,10,2,46,24,47,24,41,26,55,Needs Improvement
39,10,7,9,52,9,33,11,49,24,53,Not Ready Yet
6,16,16,1,35,13,50,1,73,46,41,Not Ready Yet
47,68,20,12,93,40,31,12,58,34,11,Needs Improvement
27,26,13,12,63,20,16,19,20,24,21,Not Ready Yet
41,25,20,3,13,65,17,45,68,38,48,Needs Improvement
73,82,0,8,62,72,49,62,64,82,84,Moderately Ready
35,16,20,2,46,59,17,67,67,63,46,Needs Improvement
51,59,14,0,5,58,88,73,76,56,96,Moderately Ready
77,64,0,12,30,89,50,59,69,76,89,Highly Ready
52,80,12,0,65,79,77,24,60,64,40,Moderately Ready
48,60,6,5,62,29,22,29,59,48,68,Needs Improvement
51,95,20,6,62,71,67,24,63,74,71,Moderately Ready
56,65,20,3,18,79,29,35,88,68,63,Moderately Ready
47,99,8,6,7,100,87,78,72,59,87,Highly Ready
81,68,4,0,48,91,61,77,81,75,80,Highly Ready
43,37,7,1,71,57,54,28,49,57,54,Moderately Ready
37,38,9,8,55,32,16,36,42,27,59,Needs Improvement
7,27,9,8,47,24,15,42,43,36,39,Not Ready Yet
61,47,19,1,16,83,63,43,69,75,48,Moderately Ready
20,44,4,8,70,14,0,27,37,12,65,Not Ready Yet
86,70,10,0,95,39,67,47,63,58,70,Moderately Ready
85,95,0,6,87,80,85,74,95,76,74,Highly Ready
57,85,0,7,98,100,63,88,71,79,59,Highly Ready
100,69,0,0,43,57,100,48,91,49,65,Highly Ready
75,75,0,8,73,100,62,46,54,88,89,Highly Ready
14,36,15,12,93,62,28,34,83,38,68,Needs Improvement
1,0,20,2,83,28,12,28,22,11,7,Not Ready Yet
55,48,7,0,28,72,63,32,47,27,51,Moderately Ready
38,63,0,0,14,66,66,71,61,63,60,Moderately Ready
87,74,0,4,16,85,40,45,94,100,82,Highly Ready
27,64,12,10,100,52,35,53,83,44,50,Moderately Ready
61,54,20,12,63,49,20,47,66,47,27,Needs Improvement
40,29,16,0,22,35,31,38,23,18,50,Not Ready Yet
68,58,11,9,48,42,30,41,42,70,54,Needs Improvement
58,55,1,12,54,72,39,19,41,30,35,Needs Improvement
59,75,12,1,35,58,55,39,66,71,66,Moderately Ready
89,69,1,0,17,58,48,69,63,100,72,Highly Ready
56,68,0,2,6,78,34,52,89,63,77,Needs Improvement
85,66,0,0,36,67,91,100,91,76,87,Highly Ready
63,51,20,12,32,45,19,50,44,56,31,Needs Improvement
73,68,3,0,74,60,57,38,67,62,59,Highly Ready
44,95,11,3,53,66,65,81,79,82,89,Moderately Ready
36,69,11,5,72,42,32,30,53,24,53,Needs Improvement
91,81,0,0,54,65,66,84,85,82,78,Highly Ready
66,57,19,8,20,60,66,67,93,60,48,Moderately Ready
85,89,11,12,24,79,60,74,81,79,62,Highly Ready
19,25,20,12,26,3,5,1,20,31,35,Not Ready Yet
77,64,7,12,73,62,76,65,74,55,69,Moderately Ready
69,100,7,12,100,97,76,85,60,73,91,Highly Ready
27,33,17,12,37,19,39,11,29,17,28,Not Ready Yet
66,35,20,0,25,68,58,35,80,72,49,Moderately Ready
51,39,1,5,40,47,30,39,75,60,60,Moderately Ready
56,51,7,0,44,75,71,24,38,69,57,Needs Improvement
68,38,10,3,74,43,54,45,67,28,65,Needs Improvement
84,65,0,3,35,75,92,95,72,63,65,Highly Ready
75,62,12,10,39,74,100,86,97,94,64,Highly Ready
57,37,0,0,16,28,63,22,65,43,18,Needs Improvement
73,80,1,1,21,73,46,30,76,71,53,Moderately Ready
55,5,20,10,50,31,24,38,54,21,35,Not Ready Yet
45,40,12,12,56,22,27,9,18,29,49,Not Ready Yet
63,65,0,0,58,69,44,62,48,52,75,Moderately Ready
74,41,17,7,53,60,72,76,72,43,82,Moderately Ready
34,50,5,5,55,51,44,39,54,50,79,Needs Improvement
64,95,6,0,43,66,61,91,72,89,79,Highly Ready
100,96,9,0,62,64,87,84,87,84,50,Highly Ready
66,97,0,12,45,80,84,36,72,39,83,Moderately Ready
27,40,20,12,23,6,20,37,26,8,44,Not Ready Yet
77,60,11,7,24,69,53,76,67,52,61,Moderately Ready
85,64,11,2,81,92,61,91,80,100,65,Highly Ready
57,50,6,0,77,39,41,21,29,29,71,Needs Improvement
47,45,20,12,100,28,0,40,46,33,50,Not Ready Yet
53,49,16,0,76,69,97,41,52,81,64,Moderately Ready
92,62,0,8,87,72,52,69,78,62,77,Moderately Ready
44,55,20,0,69,53,79,49,65,45,51,Moderately Ready
76,85,3,0,30,100,78,66,100,93,100,Highly Ready
26,21,17,12,30,44,50,0,19,19,20,Not Ready Yet
94,94,11,12,70,100,91,98,77,100,81,Highly Ready
100,97,0,0,34,85,81,61,80,99,75,Highly Ready
31,13,20,12,69,11,32,32,22,31,17,Not Ready Yet
47,6,1,0,56,30,23,51,23,29,26,Not Ready Yet
76,83,0,0,50,62,88,60,81,92,83,Highly Ready
38,39,20,12,25,34,13,4,18,15,0,Not Ready Yet
71,61,5,11,75,55,34,47,50,44,27,Needs Improvement
68,57,2,12,28,96,56,98,63,87,95,Highly Ready
86,85,14,0,98,81,95,44,62,82,84,Highly Ready
27,43,17,10,53,33,21,65,76,48,56,Needs Improvement
78,90,18,0,28,100,84,70,89,87,91,Highly Ready
86,89,0,0,4,96,54,69,70,72,71,Highly Ready
56,64,2,0,87,73,65,85,90,52,50,Moderately Ready
92,91,0,1,56,92,77,60,78,67,88,Highly Ready
21,56,1,0,31,59,43,54,77,36,50,Needs Improvement
96,100,0,2,84,63,93,100,75,92,91,Highly Ready
100,81,0,9,5,66,78,69,70,71,82,Highly Ready
40,39,0,0,99,13,27,16,63,44,66,Needs Improvement
8,15,20,6,68,12,10,22,17,28,1,Not Ready Yet
10,47,11,12,43,49,37,48,25,54,59,Not Ready Yet
30,27,13,12,51,66,78,44,60,54,51,Needs Improvement
39,79,20,9,34,68,40,57,71,65,39,Needs Improvement
16,30,0,12,60,8,15,26,57,42,36,Not Ready Yet
39,28,9,11,23,31,17,10,61,44,40,Not Ready Yet
70,63,0,12,99,83,68,69,87,72,89,Highly Ready
89,58,8,9,37,60,82,53,70,34,81,Moderately Ready
81,84,12,2,60,55,86,64,75,74,76,Moderately Ready
79,23,12,12,53,49,65,87,83,72,66,Moderately Ready
70,68,3,1,98,91,68,85,100,91,100,Highly Ready
94,100,2,7,62,82,64,71,83,61,100,Highly Ready
36,46,4,6,100,52,42,72,66,55,64,Needs Improvement
37,56,12,0,0,33,31,38,79,61,54,Needs Improvement
61,34,20,12,0,65,48,35,81,82,58,Moderately Ready
21,30,20,12,20,25,34,13,6,37,31,Not Ready Yet
38,59,7,12,91,56,35,45,63,13,73,Needs Improvement
84,91,14,2,13,66,67,52,78,82,63,Highly Ready
8,18,14,0,61,10,13,52,55,24,29,Not Ready Yet
100,95,3,12,59,77,50,74,57,94,91,Highly Ready
30,15,20,12,59,8,5,31,22,29,13,Not Ready Yet
69,85,9,12,23,67,80,56,72,69,59,Moderately Ready
78,76,0,2,56,90,78,99,89,82,88,Highly Ready
59,28,18,2,85,30,37,32,71,40,50,Needs Improvement
20,26,20,4,60,32,0,21,22,28,39,Not Ready Yet
45,52,20,12,2,89,48,43,81,91,70,Moderately Ready
44,63,0,0,68,57,65,71,67,76,69,Moderately Ready
49,63,6,0,12,69,58,35,76,66,42,Highly Ready
19,0,20,4,42,20,41,50,46,12,24,Not Ready Yet
82,97,2,1,100,52,60,47,79,64,91,Highly Ready
62,44,11,12,46,43,34,28,39,39,43,Needs Improvement
27,24,11,12,20,37,37,0,16,24,18,Not Ready Yet
29,72,0,10,100,31,46,30,52,36,55,Needs Improvement
40,22,20,0,47,28,20,0,37,35,37,Not Ready Yet
49,51,0,5,73,76,39,60,79,73,50,Moderately Ready
6,8,20,6,57,26,39,22,48,16,4,Not Ready Yet
43,52,0,7,38,65,41,23,50,71,40,Needs Improvement
44,19,0,12,61,56,35,63,47,46,13,Needs Improvement
87,75,14,8,54,78,48,72,91,79,59,Highly Ready
30,61,0,11,51,65,30,43,64,21,58,Needs Improvement
27,6,20,0,100,8,29,35,20,18,20,Not Ready Yet
99,67,0,0,77,76,69,100,81,100,72,Highly Ready
63,63,17,0,61,55,29,54,70,54,71,Needs Improvement
73,83,5,1,95,100,57,68,84,73,90,Highly Ready
44,36,11,0,37,70,15,54,65,49,59,Needs Improvement
23,56,20,0,100,32,22,27,52,57,53,Needs Improvement
53,66,9,7,90,33,29,92,62,56,93,Moderately Ready
60,38,12,0,44,27,42,57,52,50,38,Needs Improvement
24,23,17,12,64,31,26,16,56,74,59,Needs Improvement
22,18,9,2,31,9,14,39,47,0,31,Not Ready Yet
32,4,14,12,13,32,27,29,46,17,39,Not Ready Yet
56,56,9,12,74,54,60,28,65,62,47,Needs Improvement
55,15,9,4,79,54,49,41,41,57,65,Needs Improvement
84,80,0,12,73,70,47,74,75,68,82,Highly Ready
24,19,18,0,82,39,22,22,19,43,31,Not Ready Yet
67,70,0,1,68,76,28,57,65,52,53,Moderately Ready
39,36,20,2,51,48,39,44,39,38,40,Needs Improvement
66,78,7,4,85,76,24,56,86,85,74,Moderately Ready
72,60,6,0,61,71,30,69,73,86,60,Moderately Ready
63,78,0,0,77,63,53,72,57,47,75,Moderately Ready
37,29,6,9,91,28,39,12,28,55,38,Not Ready Yet
55,52,13,0,13,32,56,17,55,60,22,Needs Improvement
73,89,0,10,51,77,93,69,70,84,95,Highly Ready
12,12,18,12,35,23,5,26,61,8,32,Not Ready Yet
63,87,18,0,39,36,62,77,92,47,62,Moderately Ready
85,77,0,0,35,84,46,69,84,73,65,Highly Ready
82,82,7,4,33,59,82,77,100,78,76,Highly Ready
78,73,20,9,78,79,81,64,84,54,60,Moderately Ready
44,79,20,11,94,37,28,53,78,85,49,Highly Ready
32,25,17,0,47,30,15,38,45,47,36,Not Ready Yet
50,71,11,0,89,56,60,68,51,51,26,Needs Improvement
86,90,0,0,0,77,81,54,70,84,77,Highly Ready
81,94,14,0,30,97,94,71,77,100,80,Highly Ready
72,89,2,0,86,74,38,55,88,49,54,Moderately Ready
100,99,4,4,55,100,52,99,87,100,77,Highly Ready
82,81,0,0,5,100,69,48,97,61,74,Highly Ready
71,43,12,12,80,81,45,90,73,52,97,Moderately Ready
92,43,0,6,82,51,78,71,58,69,78,Moderately Ready
85,66,6,0,21,87,46,30,66,86,86,Moderately Ready
40,26,20,0,100,1,18,37,20,15,51,Not Ready Yet
21,38,19,12,62,26,32,23,34,0,21,Not Ready Yet
70,87,0,0,80,100,85,55,82,66,72,Highly Ready
40,22,11,12,96,35,77,60,62,42,50,Needs Improvement
26,8,19,9,88,41,37,9,53,33,33,Not Ready Yet
65,57,11,3,11,87,73,36,51,61,52,Moderately Ready
46,67,13,12,23,48,56,39,42,50,54,Needs Improvement
93,91,0,1,72,60,63,79,94,85,77,Highly Ready
41,38,20,0,68,37,19,21,36,40,56,Needs Improvement
76,86,0,12,47,92,55,94,100,100,82,Highly Ready
32,31,3,3,0,22,19,0,56,22,38,Not Ready Yet
77,36,15,0,50,53,51,66,85,91,56,Moderately Ready
39,59,6,12,15,45,37,26,85,74,48,Moderately Ready
67,87,18,0,46,74,69,57,76,68,48,Moderately Ready
74,44,4,10,30,71,76,51,80,38,66,Needs Improvement
72,76,3,12,94,89,97,74,100,67,80,Highly Ready
7,48,3,12,43,12,5,10,18,31,39,Not Ready Yet
89,65,9,1,49,56,63,98,72,58,100,Highly Ready
33,41,3,12,41,55,63,25,69,47,50,Not Ready Yet
76,57,7,11,8,53,53,47,61,77,56,Highly Ready
72,93,0,0,7,71,35,22,84,67,81,Moderately Ready
29,3,7,12,24,9,42,32,45,33,51,Not Ready Yet
65,84,8,7,63,53,55,81,91,73,84,Moderately Ready
11,25,19,0,22,9,32,1,42,27,20,Not Ready Yet
96,78,7,6,13,91,87,75,81,64,78,Highly Ready
75,57,5,12,20,74,88,42,55,57,44,Moderately Ready
71,40,17,9,68,49,51,19,36,33,40,Needs Improvement
45,42,4,0,54,71,46,46,78,62,73,Moderately Ready
94,74,20,0,36,85,58,56,54,70,72,Moderately Ready
8,40,12,1,79,49,25,50,39,43,33,Not Ready Yet
18,51,6,7,45,43,49,39,30,49,72,Needs Improvement
53,63,0,1,100,60,77,39,85,70,67,Needs Improvement
42,44,19,0,0,52,18,28,47,59,35,Needs Improvement
30,1,10,7,25,41,5,47,10,14,25,Not Ready Yet
55,57,7,0,72,39,36,66,49,63,67,Needs Improvement
32,6,15,11,93,15,17,10,29,26,37,Not Ready Yet
60,41,17,1,45,36,0,54,67,72,27,Needs Improvement
7,11,20,0,97,19,33,39,57,53,21,Not Ready Yet
49,55,6,1,78,43,29,38,62,40,49,Needs Improvement
70,91,0,0,49,69,87,60,76,82,88,Highly Ready
48,85,3,4,91,51,36,40,79,64,70,Moderately Ready
22,36,14,5,58,40,45,64,44,29,69,Needs Improvement
30,38,19,7,62,36,23,35,30,54,11,Not Ready Yet
11,21,17,12,45,29,29,30,28,40,28,Not Ready Yet
78,81,0,4,95,71,52,96,69,84,75,Highly Ready
79,87,10,0,75,72,100,67,66,89,88,Highly Ready
44,85,13,0,28,58,53,64,67,56,63,Moderately Ready
60,31,10,0,46,34,66,60,51,43,60,Needs Improvement
34,2,20,12,99,6,0,2,35,34,26,Not Ready Yet
75,83,0,2,46,91,62,92,79,72,53,Highly Ready
81,66,20,0,32,95,100,41,80,94,100,Highly Ready
34,28,0,12,99,33,46,61,60,75,69,Moderately Ready
23,38,13,0,97,25,0,43,51,47,55,Not Ready Yet
68,22,6,0,61,26,40,16,59,56,41,Needs Improvement
40,98,3,0,23,76,88,100,85,74,89,Moderately Ready
74,67,17,6,10,44,75,84,97,40,59,Moderately Ready
47,50,7,0,38,59,86,57,75,70,41,Moderately Ready
67,72,12,1,46,84,62,93,100,63,46,Moderately Ready
57,31,19,11,67,54,40,37,62,36,40,Needs Improvement
40,30,16,0,100,43,51,52,52,58,50,Not Ready Yet
87,76,17,2,69,85,71,100,67,100,81,Highly Ready
69,75,0,0,10,58,72,52,72,71,80,Highly Ready
100,86,0,4,76,95,89,90,69,100,80,Highly Ready
86,100,0,12,66,88,82,94,77,68,90,Highly Ready
18,37,8,0,24,25,31,0,39,24,35,Not Ready Yet
18,27,20,0,58,2,30,46,44,27,22,Not Ready Yet
88,82,8,0,28,79,48,54,79,65,70,Highly Ready
53,60,20,10,74,38,54,65,38,50,32,Needs Improvement
30,36,7,12,53,55,10,31,56,18,33,Needs Improvement
26,17,11,12,59,13,0,12,56,20,21,Not Ready Yet
55,63,4,0,52,98,94,91,94,75,100,Highly Ready
100,97,6,0,76,88,62,60,89,60,100,Highly Ready
43,37,13,0,46,19,47,35,73,56,58,Needs Improvement
19,37,19,4,23,32,20,37,26,25,15,Not Ready Yet
84,87,11,11,0,60,32,39,48,70,81,Highly Ready
32,37,2,1,57,53,58,43,69,54,71,Needs Improvement
16,12,9,12,100,46,11,35,19,0,32,Not Ready Yet
43,44,9,10,43,53,49,67,61,41,42,Needs Improvement
45,22,0,0,31,47,56,24,76,27,61,Needs Improvement
77,72,0,12,69,84,65,64,68,65,63,Highly Ready
24,19,12,2,64,40,19,0,22,49,36,Not Ready Yet
25,56,15,0,28,45,35,32,70,51,77,Needs Improvement
76,84,5,0,21,97,100,70,96,97,78,Highly Ready
48,62,7,0,76,22,70,24,53,41,40,Needs Improvement
69,79,0,9,58,47,47,51,95,71,45,Moderately Ready
84,78,9,0,47,73,65,21,55,75,60,Moderately Ready
80,82,2,12,61,75,45,42,59,77,73,Moderately Ready
65,26,8,12,9,33,34,34,41,20,38,Needs Improvement
31,63,10,8,72,35,22,51,53,57,46,Needs Improvement
34,30,15,10,95,27,33,26,49,14,20,Not Ready Yet
39,53,20,0,83,64,33,42,49,45,36,Needs Improvement
27,40,3,12,100,41,32,16,17,18,40,Not Ready Yet
20,44,7,7,16,62,73,12,63,49,37,Needs Improvement
46,17,5,9,41,51,73,39,69,67,27,Needs Improvement
76,78,0,10,83,68,76,57,67,65,69,Highly Ready
30,38,0,5,100,34,40,31,14,56,52,Not Ready Yet
7,12,17,0,43,42,41,29,54,41,54,Not Ready Yet
61,80,0,6,62,50,33,42,70,60,62,Moderately Ready
7,36,16,5,96,51,7,22,42,5,29,Not Ready Yet
30,12,20,12,32,29,25,5,43,26,14,Not Ready Yet
43,41,10,0,64,52,62,55,35,53,21,Needs Improvement
65,56,20,9,68,55,61,64,53,60,39,Highly Ready
26,33,0,12,44,42,32,55,46,30,53,Needs Improvement
65,56,0,8,91,81,98,76,100,94,44,Highly Ready
81,52,1,0,37,98,75,74,63,91,71,Highly Ready
49,57,7,12,98,57,65,56,80,63,59,Not Ready Yet
77,65,12,9,33,68,54,100,100,100,69,Highly Ready
75,100,4,9,98,87,97,100,97,70,83,Highly Ready
37,27,2,0,95,60,26,31,66,41,5,Needs Improvement
78,71,0,0,4,86,51,49,82,75,98,Highly Ready
74,54,16,10,33,44,66,48,58,71,49,Moderately Ready
49,22,6,4,18,5,0,9,46,38,33,Not Ready Yet
80,98,0,7,69,80,100,59,76,91,89,Highly Ready
30,37,7,0,100,16,16,43,20,29,12,Not Ready Yet
37,24,20,8,25,42,29,43,27,39,51,Needs Improvement
61,64,0,0,14,68,72,39,78,83,81,Moderately Ready
47,62,13,4,88,77,41,55,46,47,71,Moderately Ready
42,26,20,4,13,39,12,31,67,46,36,Not Ready Yet
80,83,8,1,21,58,100,59,75,98,66,Highly Ready
99,62,0,0,10,98,91,83,100,87,97,Highly Ready
40,41,0,0,100,80,54,40,76,76,55,Moderately Ready
3,8,8,0,10,49,0,1,53,46,30,Not Ready Yet
71,76,9,11,38,74,93,51,99,69,72,Highly Ready
75,100,0,2,40,82,76,40,77,70,93,Highly Ready
28,43,5,12,71,64,17,15,72,55,61,Needs Improvement
40,38,8,8,42,30,19,36,43,26,34,Not Ready Yet
49,27,12,0,41,62,40,34,40,24,61,Needs Improvement
87,85,1,0,63,90,63,67,70,88,86,Highly Ready
46,45,0,0,62,36,53,26,73,33,71,Needs Improvement
39,49,1,7,57,22,23,16,10,31,30,Not Ready Yet
97,98,0,0,44,56,83,76,72,100,63,Highly Ready
67,62,3,2,89,38,26,51,60,77,61,Moderately Ready
47,51,15,6,28,42,37,27,87,47,45,Needs Improvement
78,92,9,0,54,83,91,60,90,84,78,Highly Ready
88,72,2,0,68,74,48,45,69,69,77,Highly Ready
53,58,2,0,47,76,43,60,66,74,72,Moderately Ready
61,77,8,4,66,46,37,18,34,45,61,Needs Improvement
32,20,12,11,46,34,25,41,48,71,58,Needs Improvement
68,81,14,0,100,67,60,43,59,64,100,Highly Ready
85,100,20,8,50,100,51,80,58,93,83,Highly Ready
62,40,10,11,34,65,79,34,59,96,63,Needs Improvement
26,61,20,6,55,59,12,22,44,68,38,Needs Improvement
62,37,5,12,4,57,96,37,99,72,71,Moderately Ready
10,10,20,12,78,39,20,30,52,31,8,Not Ready Yet
85,65,12,12,60,84,48,100,84,96,92,Highly Ready
17,10,17,6,6,53,16,47,43,53,62,Needs Improvement
10,10,7,12,6,33,0,48,31,0,62,Not Ready Yet
95,81,0,0,16,70,63,89,85,34,85,Moderately Ready
90,55,0,0,1,63,95,100,94,61,65,Highly Ready
94,69,9,0,67,73,86,60,61,77,92,Highly Ready
97,64,0,0,31,83,78,83,99,79,82,Highly Ready
70,47,14,0,1,38,29,44,77,84,70,Moderately Ready
98,90,11,0,18,78,62,72,90,88,70,Highly Ready
76,73,9,5,86,95,78,68,87,93,90,Highly Ready
70,65,0,1,20,98,71,89,99,56,100,Highly Ready
40,47,16,0,66,44,30,14,80,41,47,Needs Improvement
80,44,0,10,96,60,44,85,68,61,71,Moderately Ready
38,33,20,12,53,27,59,66,37,31,56,Needs Improvement
72,53,20,0,26,57,83,23,79,49,71,Moderately Ready
66,95,5,0,84,61,54,76,98,100,96,Highly Ready
73,90,0,12,77,99,59,57,72,72,100,Highly Ready
35,35,18,11,81,39,25,30,36,16,13,Not Ready Yet
26,32,11,4,26,38,55,40,55,56,36,Not Ready Yet
47,52,4,0,25,58,38,49,73,62,46,Needs Improvement
36,7,15,4,59,13,35,31,52,49,34,Not Ready Yet
82,100,13,12,97,65,55,86,86,75,94,Highly Ready
59,69,3,0,76,92,69,63,68,48,94,Highly Ready
90,75,6,0,0,96,82,45,100,94,84,Highly Ready
62,56,19,5,35,48,40,46,72,37,72,Needs Improvement
88,80,0,8,7,69,59,58,48,84,68,Highly Ready
59,85,13,12,8,37,18,40,82,38,21,Needs Improvement
79,66,0,0,0,82,49,93,73,85,98,Moderately Ready
70,90,0,0,97,65,43,97,96,100,94,Highly Ready
97,72,0,3,5,94,90,61,100,86,69,Highly Ready
